,preprocessing,label
240,"['aplikasi', 'membantu', 'aplikasi', 'pln', 'mobile', 'melaporkan', 'gangguan', 'listrik', 'cepat', 'tanggapan', 'nya', 'cepat', 'aplikasi', 'bertransaksi', 'membeli', 'pulsa', 'bertambah', 'daya', 'daftar', 'aplikasi', 'membantu', 'terimaksih', 'semoga', 'sukses']",positif
242,"['aplikasi', 'bagus', 'memudahkan', 'pelanggan', 'contohnya', 'informasi', 'terkait', 'promo', 'dipln', 'ketahui', 'cepat', 'terkait', 'pengaduan', 'gangguan', 'aplikasi', 'pln', 'mobile', 'kantor', 'pln']",positif
244,"['superapps', 'inovatif', 'mempermudah', 'pelanggan', 'mengakses', 'pelayanan', 'kelistrikan', 'pln', 'mobile', 'menyajikan', 'informasi', 'terkini', 'lengkap', 'akurat', 'disematkan', 'fitur', 'terbaru', 'nya', 'pln', 'magazine', 'pokoknya', 't', 'o', 'p', 'b', 'g', 't', 's']",positif
245,"['aplikasi', 'membantu', 'catat', 'meter', 'mandiri', 'dirumah', 'tagihan', 'listrik', 'terkontrol', 'pakai', 'aplikasi', 'memantau', 'kelistrikan', 'rumah', 'orang', 'tua', 'mertua', 'butuh', 'tinggal', 'klik', 'beres', 'paham', 'mengerti', 'isi', 'aplikasinya', 'membantu', 'terima', 'kasih', 'pln', 'aplikasi', 'keren']",positif
247,"['mudah', 'pln', 'mobile', 'fitur', 'membantu', 'pastinya', 'mudah', 'cepat', 'bagus', 'bangett']",positif
250,"['pln', 'mobile', 'aplikasi', 'terbaik', 'mempermudah', 'membantu', 'pelanggan', 'sukses', 'semoga', 'detiknya', 'bertambah', 'donload', 'pengguna', 'pln', 'mobile', 'semoga', 'berkembang', 'pesat', 'ragu', 'aplkasi', 'resmi', 'cocok', 'pengguna', 'listrik', 'sia', 'aplikasi', 'kawan', 'perbarui', 'canggih', 'bertambah', 'manfaat', 'nya', 'butuhkan', 'listrik', 'mudah', 'membantunya']",positif
253,"['mantap', 'aplikasi', 'ny', 'menu', 'nya', 'status', 'permohonan', 'pasang', 'perubahan', 'daya', 'ny', 'proses', 'pln', 'ny', 'terima', 'kasih']",positif
254,"['super', 'apps', 'mempermudah', 'akses', 'pelayanan', 'pln', 'fitur', 'pengaduannya', 'responsif', 'semoga', 'dikembangkan']",positif
255,"['mantap', 'aplikasinya', 'berkembang', 'aplikasinya', 'bermanfaat', 'banget', 'kelistrikan', 'mudah', 'mantap', 'pln']",positif
256,"['aplikasi', 'membatu', 'lapor', 'gangguan', 'lapor', 'terkait', 'rekening', 'token', 'bayar', 'listrik', 'biaya', 'admin', 'pasang', 'daya', 'mudah', 'pokoknya', 'mantap', 'deh', 'semoga', 'pln', 'kedepan', 'jaya', 'aamiin']",positif
257,"['laporan', 'gangguan', 'cepat', 'proses', 'tindak', 'operator', 'gangguan', 'permohonan', 'keluhan', 'tanggap', 'informasinya']",positif
258,"['mudah', 'pemakaiannya', 'memantau', 'gangguan', 'diwilayah', 'progressnya', 'mantap', 'masukan', 'kalo', 'promo', 'pb', 'pd', 'voucher', 'listrik', 'biar', 'betah', 'pulang', 'mantengin', 'aplikasi', 'he']",positif
259,"['pakai', 'aplikasi', 'pln', 'mobile', 'keluhan', 'cepat', 'ditanggapi', 'mudah', 'menemukan', 'alamat', 'pembelian', 'token', 'mudah']",positif
260,"['membantu', 'kemudahan', 'bertransaksi', 'berhubungan', 'pln', 'semoga', 'nya', 'maksimal', 'terima', 'kasih', 'pln']",positif
262,"['aplikasi', 'fitur', 'menu', 'mudah', 'pahami', 'bertransaksi', 'cepat']",positif
265,"['mantap', 'membantu', 'mempermudah', 'laporan', 'pelayanan', 'cepat', 'terima', 'kasih', 'pln']",positif
267,"['aplikasi', 'bermanfaat', 'mempermudah', 'saldo', 'token', 'lapor', 'gangguan', 'mudah', 'cepat']",positif
268,"['menu', 'menerus', 'diperbaharui', 'membantu', 'pemakaian', 'listrik', 'sehari', 'mantap']",positif
269,"['aplikasi', 'bagus', 'membantu', 'membeli', 'token', 'pengaduan', 'aplikasi', 'mudah', 'cepat', 'tanggapi', 'terima', 'kasih', 'pln', 'mobile']",positif
271,"['aplikasi', 'bagus', 'membantu', 'pembayar', 'listrik', 'mudah', 'respon', 'cepat']",positif
275,"['bermanfaat', 'pln', 'mobile', 'informasi', 'pln', 'mudah', 'pengisian', 'pulsa', 'token', 'praktis']",positif
276,"['simpel', 'mudah', 'nya', 'mudah', 'aplikasi', 'transaksi', 'pln', 'mobile']",positif
279,"['aplikasi', 'plnmobile', 'mudah', 'praktis', 'efisien', 'semoga', 'canggih']",positif
280,"['membantu', 'layanan', 'kelistrikan', 'mudah', 'efisien', 'sisi', 'biaya', 'mudah']",positif
281,"['aplikasi', 'membantu', 'laporan', 'gangguan', 'cepat', 'direspon', 'jam', 'ditangani', 'pembelian', 'token', 'biaya', 'admin', 'semoga', 'aplikasinya', 'berkembang', 'fitur']",positif
285,"['pasang', 'iconnet', 'token', 'listrik', 'cepat', 'habis', 'internetnya', 'pakai', 'user', 'buka', 'youtube', 'tv', 'eksperiman', 'ni', 'token', 'k', 'perbulan', 'pasang', 'iconet', 'k', 'pasang', 'iconnet', 'pemakaian', 'internet', 'jam', 'buka', 'youtube', 'tv', 'token', 'k', 'bertahan', 'anak', 'istri', 'mudik', 'internet', 'jarang', 'pakai', 'token', 'k', 'bertahan', 'mingguan', 'rugi', 'iya', 'bayar', 'bulanan', 'token', 'listrik']",positif
286,"['daftar', 'instalatir', 'resmi', 'muncul', 'celah', 'korupsi', 'kolusi', 'customer', 'service', 'bagus', 'banget', 'menerangkan', 'detail', 'sayang', 'meningkatkan', 'akun', 'terkendala', 'beda', 'nama', 'ktp']",positif
287,"['aplikasi', 'membantu', 'penanganan', 'lapangan', 'cepat', 'tanggap', 'terimkasih', 'pekerja', 'lapangan']",positif
293,"['mantap', 'pembayaran', 'lunas', 'april', 'berlangganan', 'iconnet', 'pemasangan', 'komplen', 'jawabannya', 'menunggu']",positif
301,"['kecewa', 'aplikasi', 'bagus', 'banget', 'membantu', 'pengaduan', 'cepat', 'respon', 'petugas', 'ramah']",positif
302,"['pembayaran', 'pemasangan', 'internet', 'bok', 'penuh', 'solusi', 'pengembalian', 'dana', 'pemasangan', 'internet', 'chat', 'whatapp', 'facebook', 'solusinya', 'aplikasi', 'pln', 'mobile', 'perbarui', 'riwayat', 'pembayaran', 'hilang']",positif
304,"['aaplikasi', 'nya', 'ngadat', 'live', 'chat', 'respon', 'mengetik', 'ampun', 'deh', 'aplikasi', 'diatas', 'respon', 'aplikasi', 'respon', 'pln', 'cepat', 'terimakash', 'pelayanan', 'nya', 'mohon', 'ditingkatkan']",positif
308,"['cs', 'nya', 'lambat', 'membalas', 'pesan', 'suruh', 'belajar', 'baca', 'cs', 'nya', 'ilmunya', 'pakai', 'listrik', 'cs', 'pintar']",positif
309,"['aplikasi', 'membantu', 'pake', 'aplikasi', 'ditangani', 'cpt', 'keren', 'trima', 'kasih', 'pln']",positif
311,"['membantu', 'dompet', 'digital', 'pembayaran', 'dana', 'lengkap', 'memudahkan', 'pelanggan']",positif
312,"['aplikasi', 'memudahkan', 'pelanggan', 'calon', 'pelanggan', 'aktivitas', 'transaksi', 'berhubungan', 'kebutuhan', 'listrik', 'kebutuhan', 'primer', 'kehidupan', 'masyarakat', 'pln', 'mobile', 'terbantu', 'memperoleh', 'layanan', 'cepat', 'handal', 'amazing', 'pln', 'mantab']",positif
313,"['perbarui', 'bintang', 'bintang', 'pelayanan', 'cs', 'nyaman', 'cepat', 'tanggap', 'terima', 'kasih', 'pln', 'posting', 'bintang', 'pelayanan', 'customer', 'service', 'by', 'online', 'cepat', 'jaringan', 'penuh', 'bintang', 'terima', 'kasih', 'mantap', 'perubahannya', 'pln']",positif
314,"['membantu', 'terima', 'kasih', 'aplikasi', 'layanan', 'cepat', 'membantu', 'pln', 'nya', 'merespon', 'cepat']",positif
319,"['aplikasi', 'pln', 'mobile', 'mengerti', 'kebutuhan', 'pelanggan', 'jari', 'beres', 'res']",positif
320,"['marketplace', 'servernya', 'pelan', 'banget', 'pesanan', 'tanggal', 'mei', 'dikirim', 'dibatalkan', 'pembatalan', 'otomatis', 'chat', 'penjualpun', 'menunya']",positif
324,"['aplikasinya', 'mempermudah', 'pelaporan', 'gangguan', 'keluhan', 'pengajuan', 'permohonan', 'daya', 'membaca', 'kwh', 'meter', 'mandiri', 'jaya', 'pln', 'semangat', 'ya', 'bekerjanya']",positif
325,"['unduh', 'aplikasi', 'pengaduan', 'menu', 'listrik', 'rumah', 'bermasalah', 'respon', 'nya', 'cepat', 'kasih', 'arahan', 'samperin', 'personil', 'pln', 'saga', 'cisoka', 'tangerang', 'banten', 'gerak', 'cepat', 'profesional', 'beres', 'mantap', 'terimakasih']",positif
326,"['penggunaannya', 'mudah', 'info', 'terkait', 'pemadaman', 'tagihan', 'listrik', 'termonitor', 'isi', 'pulsa', 'listrik', 'gampang']",positif
327,"['suka', 'pln', 'mobile', 'akurat', 'baca', 'meter', 'prediksi', 'tagihan', 'langsung']",positif
329,"['membantu', 'laporan', 'gangguan', 'pemberitahuan', 'status', 'gangguan', 'mantap', 'selesai', 'gangguan', 'listrik', 'rumah', 'joss', 'keren', 'pln', 'semoga', 'kayak', 'fitur']",positif
333,"['aplikasi', 'nya', 'error', 'pengaduan', 'unggah', 'foto', 'kamera', 'hp', 'langsung', 'menu', 'utama', 'gagal', 'pengaduannya', 'mohon', 'perbaiki', 'aplikasi', 'email', 'developer', 'nya', 'mengikuti', 'panduanya', 'memory', 'dikosongin', 'jaringan', 'kuat', 'perubahan', 'dihapus', 'aplikasi', 'nya', 'ujung', 'ujungannya', 'telepon']",positif
334,"['tolong', 'transaksi', 'cek', 'pemasangan', 'cari', 'mencantumkan', 'nomor', 'ktp', 'pakai', 'nomor', 'agenda', 'kode', 'pesan', 'biar', 'transparan', 'cek', 'mandiri', 'pelanggan', 'status', 'prosesnya', 'dimana', 'iya', 'maksud', 'nomor', 'agenda', 'ganti', 'nomor', 'ktp', 'nomor', 'agendanya', 'digantikan', 'nomor', 'ktp', 'terima', 'kasih']",positif
337,"['pln', 'mobile', 'pelayanan', 'pln', 'mati', 'lampu', 'ditangani', 'cepat', 'mudah', 'semoga', 'kedepannya', 'fitur', 'menarik', 'pln', 'mobile']",positif
339,"['serius', 'aplikasi', 'meringankan', 'pekerjaan', 'mudah', 'simpel', 'dimana']",positif
340,"['diupdate', 'pemberitahuan', 'pemadaman', 'sesuai', 'informasi', 'pemakaian', 'listrik', 'kwh', 'sesuai', 'bagus', 'pln', 'mobile', 'versi', 'tolong', 'diperbaiki', 'system', 'data', 'valid', 'akurat', 'terima', 'kasih']",positif
342,"['aplikasi', 'pln', 'mudah', 'dipakai', 'ribet', 'serba', 'informasi', 'pln', 'melapor', 'gangguan', 'keluhan', 'melapor', 'stand', 'mandiri', 'pengajuan', 'pembayaran', 'nontaglis', 'pembelian', 'token', 'promo', 'menarik', 'tawarkan', 'pln', 'mobile']",positif
343,"['helpfull', 'banget', 'aplikasinya', 'token', 'habis', 'tanggal', 'klik', 'informatif', 'pemadaman', 'gangguan', 'daya', 'mudah', 'klik', 'selese']",positif
344,"['membantu', 'sajian', 'fitur', 'fiturnya', 'sesuai', 'harapan', 'butuhkan', 'semoga', 'maju', 'selaras', 'jaman']",positif
345,"['aplikasinya', 'memudahkan', 'urusan', 'kelistrikan', 'pengaduan', 'gangguan', 'listrikcepat', 'tangai', 'petugas', 'pasang', 'meteran', 'cepat', 'pasang', 'mudah', 'cepat', 'terima', 'kasih', 'pln', 'mobile']",positif
346,"['kasih', 'bintang', 'mantap', 'aplikasi', 'pengaduan', 'kilometer', 'rumah', 'bermasalah', 'tanggapan', 'laporan', 'pengaduan', 'cepat', 'tanggapi', 'good']",positif
349,"['aplikasi', 'solusi', 'kelistrikan', 'swacam', 'layanan', 'pasang', 'daya', 'langsung', 'rumah', 'gampang', 'terima', 'kasih', 'pln']",positif
350,"['membantu', 'kalo', 'isi', 'pulsa', 'komplain', 'gangguan', 'listri', 'cepat', 'koordinat', 'nya', 'mantap']",positif
352,"['menyesal', 'mengasih', 'bintang', 'iconnet', 'gangguan', 'minggu', 'tindakan', 'telepon', 'call', 'center', 'kali', 'janji', 'suruh', 'sabar', 'tagihan', 'bayar', 'berhenti', 'terkena', 'penalty', 'suruh', 'bayar', 'full', 'solusi', 'nya', 'admin']",positif
354,"['aplikasi', 'membantu', 'pelaporan', 'kendala', 'kelistrikan', 'semoga', 'kedepannya', 'lengkapi', 'fitur', 'traking', 'kordinat', 'lokasi', 'petugas', 'penanganan', 'gangguan', 'keluhan', 'aplikasi', 'tetangga', 'sukses', 'bersinergi', 'jaya', 'pln']",positif
356,"['aplikasi', 'bermanfaat', 'membantu', 'kemudahan', 'pelaporan', 'gangguan', 'informasi', 'gangguan', 'informasi', 'pemadaman', 'dll', 'mantap', 'kali', 'pokoknya']",positif
357,"['aplikasi', 'membantu', 'kali', 'aplikasi', 'pengaduan', 'cepat', 'respon']",positif
359,"['lengkap', 'fitur', 'plnmobile', 'keren', 'bgt', 'mudah', 'cepat', 'pakai', 'plnmobile', 'sukses']",positif
361,"['pakai', 'aplikasi', 'mobile', 'mudah', 'simpel', 'apapun', 'keperluan', 'listrik', 'online', 'langsung', 'kantor', 'pln', 'terima', 'kasih', 'pln']",positif
362,"['aplikasi', 'memudahkan', 'transaksi', 'informasi', 'kelistrikan', 'ubah', 'daya', 'pakai', 'promo', 'murah', 'banget']",positif
363,"['aplikasi', 'mudah', 'tampilan', 'menu', 'membantu', 'mudah', 'praktis', 'aplikasi']",positif
364,"['pln', 'mobile', 'gampang', 'laporan', 'mengecek', 'tagihan', 'beli', 'token', 'daftarin', 'nomor', 'pelanggan', 'listrik', 'promo', 'nya', 'hadiah', 'suka', 'aplikasinya', 'makasih', 'pln']",positif
365,"['aplikasi', 'membantu', 'memudahkah', 'user', 'pembelian', 'token', 'pembayaran', 'listrik', 'pasca', 'bayar', 'harga', 'murah', 'tambahkan', 'fitur', 'kreatif', 'mantul', 'tingkatkan']",positif
366,"['wow', 'mudah', 'genggaman', 'kelistrikan', 'sungguh', 'praktis', 'tertawa']",positif
367,"['aplikasinya', 'membantu', 'mempermudah', 'perbarui', 'info', 'pemadaman', 'gangguan', 'pelanggan', 'perbarui', 'penyelesaiannya', 'real', 'time', 'aplikasi']",positif
370,"['terbantu', 'terima', 'kasih', 'fitur', 'terbarukan', 'pln', 'mobile', 'mudah', 'bagus', 'job', 'pln', 'sukses', 'jaya']",positif
372,"['terbantu', 'transparansi', 'informasi', 'aplikasi', 'semoga', 'kedepannya', 'inovasi', 'canggih', 'great', 'terima', 'kasih']",positif
378,"['aplikasi', 'simpel', 'sulit', 'membantu', 'cepat', 'keren', 'pln']",positif
379,"['membantu', 'terima', 'kasih', 'pln', 'mobile', 'mengulas', 'aplikasi', 'update', 'aplikasi', 'membantu', 'sukses', 'pln', 'maaf', 'ulasan', 'iya', 'buka', 'aplikasi', 'disuruh', 'update']",positif
380,"['terbantu', 'pelayanan', 'nya', 'laporan', 'gangguan', 'listrik', 'petugas', 'langsung', 'lokasi', 'memperbaiki', 'kelistrikan', 'mantap', 'pokok', 'nya']",positif
382,"['aplikasinya', 'mantap', 'min', 'fitur', 'fiturnya', 'membantu', 'layanan', 'genggaman']",positif
383,"['mudah', 'nyaman', 'pln', 'mobile', 'pln', 'mobile', 'gangguan', 'kelistrikan', 'pasang', 'daya', 'membantu', 'terima', 'kasih', 'membantu', 'memudahkan']",positif
384,"['menunggu', 'nomor', 'token', 'rb', 'kunjung', 'bayar', 'tanggal', 'mei', 'aplikasi', 'menyengsarakan', 'gara', 'aplikasi', 'menambah', 'pengeluaran', 'beli', 'token', 'ditempat']",positif
385,"['aplikasi', 'membantu', 'sih', 'terkadang', 'beli', 'token', 'pakai', 'va', 'masuk', 'token', 'nya', 'riwayat', 'transaksi', 'nya', 'keterangan', 'menunggu', 'pembayaran', 'keterangan', 'm', 'banking', 'sukses', 'lunas', 'mengalamai', 'kali', 'sekian', 'banyaknya', 'transaksi', 'beli', 'token', 'pln', 'mobile', 'itupun', 'e', 'mail', 'developer', 'nya', 'biar', 'kehilangan', 'uang', 'bayar', 'iya', 'sekian', 'curahan', 'hati', 'memakai', 'aplikasi', 'semoga', 'bermanfaat']",positif
387,"['terulang', 'memakai', 'aplikasi', 'pln', 'mobile', 'tokennya', 'kali', 'kirimkan', 'bukti', 'transfernya', 'mohon', 'ditindaklanjuti', 'komplain', 'kalinya', 'aplikasi', 'utama', 'pln', 'mengecewakan']",positif
389,"['mohon', 'disediakan', 'pilihan', 'chat', 'pengaduan', 'progres', 'penanganan', 'status', 'pengaduan', 'tertulis', 'nyala', 'selesai', 'nyala', 'efektif', 'pengaduan', 'aplikasi', 'aplikasi', 'update', 'masuk', 'lacak', 'pengaduan', 'progres', 'penanganannya']",positif
390,"['buruk', 'pelayanan', 'solusi', 'chat', 'via', 'aplikasi', 'pln', 'mobile', 'langsung', 'jawabannya', 'ntu', 'solusi', 'singkat', 'cerita', 'siang', 'beli', 'token', 'listrik', 'via', 'aplikasi', 'pln', 'mobile', 'bayar', 'via', 'shopeepay', 'shopeepay', 'berhasil', 'sukses', 'transaksi', 'eehh', 'aplikasi', 'pln', 'mobile', 'menunggu', 'pembayaran', 'kocak', 'tungguin', 'tulisan', 'transaksi', 'menunggu', 'pembayaran']",positif
392,"['tolong', 'tingkatkan', 'system', 'nya', 'bagus', 'up', 'muncul', 'keterangan', 'menunggu', 'pembayaran', 'pembayaran', 'sukses', 'aplikasi', 'terhubung', 'server']",positif
394,"['aplikasi', 'mudah', 'produk', 'pln', 'kelistrikan', 'cepat', 'teratasi', 'puas', 'senang', 'aplikasi', 'kerusakan', 'penambahan', 'daya', 'pasang', 'cepat', 'terkondisi', 'berkat', 'aplikasi']",positif
395,"['membantu', 'memudahkan', 'memuaskan', 'respon', 'cepat', 'dibebani', 'biaya', 'harga', 'token', 'kwh', 'menengah', 'kebawah', 'berat', 'terimakasih']",positif
396,"['beli', 'token', 'aplikasi', 'pembayaran', 'sukses', 'aplikasi', 'menunggu', 'pembayaran', 'komplain', 'live', 'chat', 'respon']",positif
399,"['terhubung', 'server', 'beli', 'token', 'listrik', 'statusnya', 'menunggu', 'pembayaran', 'terbayar', 'via', 'mandiri', 'mobile', 'sekelas', 'pln', 'beli', 'via', 'aplikasi', 'detik', 'nomor', 'tokennya']",positif
402,"['iconnet', 'jaringan', 'aman', 'lancar', 'jaya', 'suka', 'kesal', 'deh', 'bayar', 'tagihan', 'm', 'banking', 'suka', 'susah', 'coba', 'bca', 'nisp', 'dana', 'dicoba', 'tanggal', 'deh', 'tanggal', 'bayar', 'pakai', 'm', 'banking', 'tolong', 'diperbaiki', 'dipermudah', 'bayarnya', 'kayak', 'bayar', 'listrik', 'gampang']",positif
404,"['aplikasi', 'juni', 'rating', 'server', 'appsnya', 'memuaskan', 'tagihan', 'delay', 'gagal', 'invoice', 'sukses', 'ditampilkan', 'pembayaran', 'via', 'va', 'mandiri', 'diproses', 'sekalinya', 'diproses', 'transaksi', 'berhasil', 'invoice', 'kadaluarsa', 'konfirmasi', 'pembayaran', 'sukses', 'pln', 'konfirmasi', 'via', 'cs', 'aplikasi', 'menit', 'respon', 'human', 'bintang']",positif
405,"['bagus', 'sih', 'kelemahan', 'beli', 'token', 'listrik', 'nomornya', 'dibayar', 'cepat', 'shopee', 'tokopedia', 'logikanya', 'cepat', 'langsung', 'pln', 'keluarnya']",positif
407,"['membantu', 'mempermudah', 'pelaporan', 'gangguan', 'cocok', 'aplikasi', 'zaman', 'digitalisasi', 'sa', 'at', 'semoga', 'pln', 'maju', 'aplikasi', 'bertambah', 'fitur', 'dunia', 'kelistrikan']",positif
408,"['berguna', 'bermanfaat', 'mempermudah', 'urusan', 'berkaitan', 'listrik', 'semoga', 'berkembang', 'mantap']",positif
410,"['tanggal', 'ulasan', 'bintang', 'tanggal', 'petani', 'pencitraan', 'henti', 'kritik', 'saran', 'bintang', 'momok', 'menakutkan', 'menjadikan', 'sukses', 'luput', 'keritik', 'masukan', 'evaluasi', 'manipulasi', 'berbangga', 'manipulasi']",positif
411,"['aplikasi', 'bagus', 'membantu', 'beli', 'token', 'pengaduan', 'aplikasi', 'mudah', 'cepat', 'ditanggap']",positif
412,"['mantabh', 'pasang', 'daya', 'pengaduan', 'gangguan', 'beli', 'bayar', 'listrik', 'aplikasi', 'murah', 'terbaiklah', 'pokok', 'ny', 't', 'o', 'p']",positif
414,"['aplikasi', 'pln', 'mobile', 'mudah', 'pembelian', 'pulsa', 'token', 'semoga', 'pln', 'jaya']",positif
419,"['aplikasi', 'super', 'terkait', 'keperluan', 'pelanggan', 'pln', 'repot', 'kantor', 'menghemat', 'cepat', 'respon', 'info', 'petugas', 'pemadaman', 'gangguan', 'listrik', 'terima', 'kasih', 'pln']",positif
423,"['aplikasi', 'nya', 'bagus', 'fitur', 'pilihan', 'transaksi', 'kelistrikan', 'mempermudah', 'pengaduan', 'gangguan', 'pelanggan', 'top', 'deh']",positif
424,"['aplikasinya', 'alhamdulillah', 'bagus', 'sukses', 'semoga', 'layanan', 'terbaik', 'masyarakat', 'tambahan', 'pembelian', 'token', 'aplikasi', 'lambat', 'gangguan', 'sistem']",positif
425,"['terhormat', 'admin', 'pln', 'mobile', 'pengajuan', 'meningkatkan', 'akun', 'proses', 'nya', 'tulisan', 'tertera', 'x', 'jam', 'berhari', 'ter', 'registrasi']",positif
427,"['fitur', 'bermanfaat', 'pelanggan', 'pln', 'perbarui', 'full', 'service', 'menikmati', 'fitur', 'pembayaran', 'rekening', 'listrik', 'biaya', 'admin', 'loh', 'maakk', 'taraa', 'hemat', 'gituh', 'kemana', 'bayar', 'parkir', 'kena', 'admin', 'lagii', 'pengaduan', 'gangguan', 'keluhan', 'daya', 'pasang', 'genggaman', 'layanan', 'pln', 'pelanggan', 'keren']",positif
428,"['pilih', 'internet', 'muncul', 'data', 'ganti', 'device', 'menu', 'indak', 'solved', 'support', 'pembayaran', 'internet', 'va', 'mandiri', 'pembelian', 'pulsa', 'pln']",positif
430,"['gampang', 'lambat', 'pelayanannya', 'pasang', 'kwh', 'bayar', 'seminggu', 'terpasang', 'cepat', 'standar', 'lambat', 'dimasa', 'perusahaan', 'cepat', 'bersaing', 'wow', 'gerak', 'cepet', 'komplain', 'langsung', 'penjelasan', 'diselesaikan', 'keren']",positif
431,"['aplikasinya', 'sungguh', 'memudahkan', 'bertransaksi', 'beli', 'token', 'listrik', 'mudah', 'bertransaksi', 'aplikasi', 'pln', 'mobile']",positif
433,"['customer', 'service', 'nya', 'henti', 'good', 'sopan', 'profesional', 'bicara', 'selesai', 'telepon', 'dimatikan', 'keluhan', 'ditanggapi', 'pulsa', 'habis', 'telepon', 'mengadukan', 'internet', 'terhubung', 'konek', 'internet', 'nya', 'sambungan', 'data', 'bayar', 'iconnet', 'henti', 'rekomended']",positif
436,"['pln', 'mobile', 'urusan', 'kelistrikan', 'mudah', 'pleksible', 'praktis', 'cepat', 'pln', 'is', 'the', 'best', 'pelayanan', 'kelas', 'dunia']",positif
438,"['aplikasi', 'pln', 'mobile', 'proses', 'daya', 'promo', 'pengajuan', 'ganti', 'meteran', 'pasca', 'prabayar', 'token', 'pembayarannya', 'mudah', 'prosesnya', 'cepat', 'petugas', 'langsung', 'rmh', 'terima', 'kasih', 'pln', 'aplikasinya', 'membantu', 'pandemi', 'skr', 'cek', 'tagihan', 'pelaporan', 'mudah', 'telp', 'biaya', 'hemat']",positif
439,"['aplikasi', 'pln', 'mobile', 'keren', 'bayar', 'tagihan', 'listrik', 'beli', 'token', 'belanja', 'aplikasi', 'pln', 'mobile', 'terbaru', 'teruslah', 'berkarya', 'negeri']",positif
440,"['aplikasi', 'pln', 'mobile', 'mudah', 'aplikasi', 'mudah', 'mengerti', 'terima', 'kasih', 'pln', 'mobile', 'pln', 'jaya']",positif
441,"['aplikasi', 'membantu', 'informasi', 'pemadaman', 'tagihan', 'pasang', 'migrasi', 'daya', 'pengaduan', 'membantu', 'menghemat', 'informasi', 'seputar', 'pln', 'kantor', 'nya', 'pln', 'mantap']",positif
442,"['alhamdulillah', 'pln', 'mobile', 'top', 'memudahkan', 'masyarakat', 'konsumen', 'berurusan', 'pln', 'contoh', 'tetangga', 'memiliki', 'handphone', 'aplikasi', 'pln', 'mobile', 'pengaduan', 'daya', 'fleksibel', 'banget', 'semoga', 'ladang', 'pahala', 'rekan', 'pln', 'terima', 'kasih']",positif
444,"['terima', 'kasih', 'aplikasinya', 'bermanfaat', 'mudah', 'responnya', 'cepat', 'pembacaan', 'meter', 'mandiri', 'pengaduan', 'gangguan']",positif
445,"['aplikasi', 'nya', 'keren', 'membantu', 'kepentingan', 'pelanggan', 'kelistrakan', 'perbagus', 'ya', 'kedepannya']",positif
446,"['mantap', 'memudahkan', 'pelaporan', 'permasalahan', 'listrik', 'beli', 'token', 'bayar', 'tagihan', 'bulanan', 'mm']",positif
452,"['laporan', 'keluhan', 'gangguan', 'daya', 'pasang', 'praktis', 'bebas', 'pulsa', 'layanannya', 'cepat', 'terima', 'kasih', 'pln', 'mengikuti', 'perkembangan', 'teknologi', 'masyarakat', 'mudah', 'sukses', 'pln', 'jaya', 'pln']",positif
456,"['aplikasinya', 'bagus', 'kesulitan', 'akun', 'debit', 'mandiri', 'pembayaran', 'pembelian', 'token', 'gagal', 'input', 'nomor', 'kartunya', 'clear', 'cache', 'update', 'jaringan', 'bagus', 'aktivasi', 'saldo', 'pln', 'kode', 'otp', 'pulsa', 'mencukupi', 'tks']",positif
458,"['aplikasi', 'mempermudah', 'pelanggan', 'fitur', 'nya', 'saran', 'kendala', 'token', 'bersifat', 'software', 'solusi', 'cepat', 'tangani', 'cs', 'system', 'perbaikan', 'aplikasi', 'terima', 'kasih']",positif
459,"['pembayaran', 'cek', 'tagihan', 'foto', 'meteran', 'mudah', 'praktis', 'bangett', 'tampilan', 'aplikasinya', 'mudah', 'dimengerti', 'mudah', 'dioperasikan', 'maju', 'pln']",positif
460,"['aplikasi', 'bagus', 'mempermudah', 'pembelian', 'token', 'kali', 'beli', 'token', 'nomor', 'tokennya', 'terkirim', 'croscek', 'tingkatkan', 'kualitas', 'pelayanan', 'laporan', 'gangguan', 'ditindak', 'secepat']",positif
462,"['membantu', 'jd', 'pasang', 'listrik', 'telepon', 'jd', 'pakai', 'pln', 'mobile', 'mudah', 'cepat', 'terima', 'kasih', 'pln', 'mobile']",positif
464,"['aplikasi', 'bagus', 'tingkatkan', 'pelayanan', 'masyarakat', 'mudah', 'diakses', 'pelosok', 'negeri', 'indonesia', 'indonesia', 'jaya']",positif
465,"['aplikasi', 'membantu', 'pokoknya', 'mantap', 'pokox', 'mantap', 'masukan', 'permohonan', 'pasang', 'tolong', 'mode', 'pembayarannya', 'bank', 'bank', 'bri', 'bank']",positif
467,"['bagus', 'mudah', 'praktis', 'cek', 'tagihan', 'pendaftaran', 'pembayaran', 'foto', 'meteran', 'aplikasi', 'pemakaian', 'gampang', 'dimengerti', 'nomor', 'sulit']",positif
468,"['mudah', 'pln', 'mobile', 'beli', 'token', 'biaya', 'adminnya', 'murah', 'banget', 'cek', 'historis', 'pemakaian', 'listrik', 'bulannya', 'lapor', 'gangguan', 'keluhan', 'rebahan', 'genggaman']",positif
470,"['aplikasi', 'lengkap', 'bagus', 'pelayanan', 'gangguan', 'berbelit', 'pengguna', 'awam', 'aplikasi', 'pelayanan', 'gangguan', 'akitif', 'aplikasi', 'terima', 'kasih', 'pln']",positif
471,"['mudah', 'aplikasi', 'pln', 'mobile', 'catat', 'meter', 'keren', 'banget', 'langsung', 'estimasi', 'tagihannya', 'keren']",positif
