,preprocessing,label
400,"['perusahaan', 'negara', 'aplikasi', 'ajah', 'aplikasi', 'pelayanan', 'mainan', 'pembayaran', 'sinkron', 'idpel', 'perbarui', 'bagus', 'busuk']",netral
401,"['perbarui', 'asik', 'aplikasinnya', 'bayar', 'via', 'virtual', 'beli', 'token', 'listriknya', 'nongol', 'nomor', 'token', 'riwayat', 'transaksinya']",netral
406,"['webnya', 'pln', 'mohon', 'diperbaharui', 'error', 'registrasi', 'cek', 'status', 'permohonan']",netral
409,"['bukti', 'pembayaran', 'unduh', 'aplikasi', 'hubungi', 'email', 'iya', 'bayar', 'lunas', 'aplikasi', 'iya', 'status', 'menunggu', 'pelunasan']",netral
413,"['halo', 'kak', 'mohon', 'bantuannya', 'bayar', 'tagihan', 'listrik', 'gagal', 'ya', 'muncul', 'tulisan', 'mohon', 'maaf', 'kesalahan', 'v', 'gagal', 'terhubung', 'server', 'mohon', 'solusinya']",netral
415,"['beli', 'token', 'input', 'kode', 'token', 'meteran', 'teliti', 'sesuai', 'kode', 'token', 'tp', 'gagal', 'dicoba', 'berulang', 'kali', 'berbeda', 'jarak', 'menit', 'telepon', 'call', 'center', 'ajukan', 'pengaduhan', 'sesuai', 'disarankan', 'tp', 'langkah', 'pengaduhan', 'sulit', 'cantumkan', 'foto', 'kwh', 'meteran', 'stak', 'disitu', 'situ', 'plis', 'pln', 'pengisian', 'kode', 'token', 'meteran', 'permudah', 'persulit', 'biar', 'pelanggan', 'ngedownload', 'aplikasi', 'pln', 'mobile', 'solusinya']",netral
416,"['beli', 'token', 'via', 'aplikasi', 'pembayarannya', 'via', 'bni', 'va', 'pembayaran', 'berhasil', 'statusnya', 'gagal', 'uangnya', 'kesangkut', 'dibalik', 'in', 'layanan', 'chat', 'cs', 'nya', 'berfungsi', 'balikin', 'uang', 'aplikasi', 'pelayanan', 'langsung', 'bumn', 'kualitasnya', 'kayak', 'gini']",netral
418,"['aplikasi', 'bagus', 'memberikankan', 'kemudahan', 'pelangan', 'pelangan', 'sulit', 'listrik', 'pintar']",netral
420,"['aplikasi', 'pln', 'mobile', 'bagus', 'membantu', 'pelayanan', 'pelanggan', 'tolong', 'dipertahankan', 'diperbarui', 'bagus', 'mutu', 'layanan', 'pln', 'mempermudah', 'kalangan', 'menengah', 'kebawah', 'pelanggan', 'hp', 'android']",netral
421,"['aplikasi', 'membantu', 'memantau', 'sisa', 'pemakaian', 'token', 'kemudahan', 'terkait', 'informasi', 'program', 'informasi', 'peliharaan', 'jaringan', 'pokokny', 'aplikasi', 'pln', 'mobile', 'the', 'best', 'no']",netral
426,"['perbarui', 'history', 'riwayat', 'pembelian', 'token', 'hilang', 'perbarui', 'oke', 'riwayat', 'pembelian', 'token', 'token', 'mohon', 'tim', 'developer', 'aplikasi', 'mempertimbangkan', 'terima', 'kasih']",netral
429,"['membantu', 'mudah', 'simple', 'smga', 'kedepan', 'layanan', 'aplikasinya']",netral
432,"['aplikasi', 'mempermudah', 'didalam', 'bertransaksi', 'pembayaran', 'rekening', 'listrik', 'pengaduan', 'pelangan', 'pasang', 'daya']",netral
435,"['aplikasi', 'pln', 'mobile', 'membantu', 'repot', 'kantor', 'pln', 'mengantri', 'cs', 'ny', 'responsif', 'bagus', 'luck', 'pln', 'mobile', 'semoga', 'kedepannya']",netral
437,"['aplikasi', 'bagus', 'transaksi', 'pln', 'sayang', 'beli', 'token', 'listrik', 'diinput', 'manual', 'ditingkatkan', 'menambah', 'menginput', 'token']",netral
447,"['aplikasi', 'solutif', 'era', 'digital', 'jenis', 'layanan', 'genggaman', 'sekedar', 'masukan', 'bug', 'muncul', 'lambat', 'loading', 'diperbaiki']",netral
448,"['membantu', 'informasi', 'perihal', 'kelistrikan', 'keluhan', 'laporan', 'gangguan', 'semoga', 'pln', 'mobile', 'berkembang', 'fitur', 'depanny']",netral
449,"['aplikasinya', 'membantu', 'history', 'tagihan', 'listrik', 'pembelian', 'voucher', 'listrik', 'daftar', 'pasang', 'ubah', 'daya', 'aplikasi', 'tampilannya', 'user', 'friendly', 'banget']",netral
450,"['mudah', 'pengaduan', 'listrik', 'mudah', 'pengajuan', 'pasang', 'ubah', 'daya', 'membeli', 'stroom']",netral
451,"['one', 'of', 'the', 'best', 'aplikasi', 'that', 'i', 'have', 'been', 'used', 'sok', 'far', 'from', 'the', 'begining', 'until', 'finish', 'that', 'was', 'absolutlely', 'perfect', 'oh', 'iya', 'kalimat', 'mudah', 'ayo', 'unduh', 'aplikasi', 'new', 'pln', 'mobile', 'eits', 'lupa', 'pln', 'mudah']",netral
453,"['aplikasi', 'nya', 'bagus', 'tagihan', 'listrik', 'membantu', 'mengisi', 'token', 'listrik', 'malam', 'pulsa', 'listrik', 'habis']",netral
455,"['bermanfaat', 'gangguan', 'listrik', 'dimalam', 'semoga', 'kedepannya', 'ditingkatkan', 'pelayanannya']",netral
457,"['mudah', 'membantu', 'kedepannya', 'harap', 'ditingkatkan', 'pengembangannya', 'promo', 'cashbacknya']",netral
463,"['bagus', 'sihh', 'perbarui', 'coba', 'perbaiki', 'chatting', 'petugas', 'chat', 'masuk', 'petugas', 'notifnyaa', 'gitu', 'buka', 'aplikasi']",netral
466,"['alhamdulillah', 'aplikasinya', 'bagus', 'membantu', 'memudahkan', 'mengatasi', 'kelistrikan', 'selamat', 'tingkatkan', 'pelayanan', 'pelanggan', 'pln', 'terbaik']",netral
469,"['aplikasinya', 'bagus', 'fitur', 'membantu', 'pembayaran', 'tagihan', 'rek', 'beli', 'token', 'pengaduan', 'gangguan', 'keluhan', 'listrik', 'pengajuan', 'pasang', 'daya']",netral
475,"['aplikasi', 'pln', 'mobile', 'memudahkan', 'pengecekan', 'tagihan', 'listrik', 'bulanan', 'sy', 'alhamdulillah', 'pln', 'mobile', 'marketplus', 'belanja', 'semoga', 'promo', 'iya', 'terima', 'kasih']",netral
477,"['aplikasi', 'membantu', 'terkait', 'kebutuhan', 'pembayaran', 'pengajuan', 'keluhan', 'pln', 'aplikasi', 'topp', 'banget']",netral
478,"['alhamdulillah', 'pln', 'mobile', 'mempermudah', 'kehabisan', 'token', 'informasi', 'tagihan', 'informasi', 'daya', 'informasi', 'pasang', 'informasi', 'pemadaman', 'pengaduan', 'gangguan', 'informasi', 'promo', 'hits', 'pln', 'mempermudah', 'semoga', 'pelayanan', 'nya', 'ditingkatkan']",netral
479,"['aplikasi', 'membantu', 'penanganan', 'gangguan', 'listrik', 'rumah', 'bonus', 'belanja', 'markeplace', 'pln', 'mobile', 'terima', 'kasih', 'pln']",netral
480,"['kasih', 'aja', 'login', 'pakai', 'email', 'jawabannya', 'aktif', 'pakai', 'nomor', 'hp', 'masuk', 'otp', 'berkali', 'reset', 'password', 'login']",netral
481,"['membantu', 'pelanggan', 'aplikasi', 'kebutuhan', 'dipermudah', 'pembelian', 'token', 'pembelian', 'tagihan', 'listrik', 'fast', 'response', 'informasi', 'pemadaman']",netral
486,"['alhamdulillah', 'terima', 'kasih', 'pln', 'aplikasi', 'pln', 'mobile', 'nya', 'membantu', 'kekantor', 'semoga', 'aplikasinya', 'bertambah', 'fitur', 'fiturnya', 'pln', 'terbaik']",netral
487,"['aplikasinya', 'membantu', 'semoga', 'aplikasinya', 'menu', 'diakses', 'pelanggan', 'pelanggan', 'dimudahkan', 'terima', 'kasih', 'pln']",netral
491,"['aplikasinya', 'mudah', 'diterapkan', 'menu', 'tambahan', 'markerplace', 'pilihan', 'belanja', 'cumasaran', 'tolong', 'tambahkan', 'fitur', 'pembayaran', 'biar', 'komplit', 'terima', 'kasih']",netral
492,"['perbaikan', 'loading', 'lemot', 'semoga', 'depannya', 'laju', 'akses', 'fiturnya']",netral
493,"['aplikasinya', 'memudahkan', 'bermanfaat', 'masukan', 'admin', 'tolong', 'perhatikan', 'pembelian', 'produk', 'pln', 'mobile', 'pengalaman', 'memilih', 'produk', 'pln', 'mobile', 'beli', 'keteranganya', 'produk', 'stok', 'barangnya']",netral
496,"['aplikasi', 'bagus', 'laporan', 'langsung', 'monitor', 'proses', 'alurnya', 'laporan', 'tingkatkan', 'kehandalannya', 'ya', 'pln']",netral
499,"['aplikasi', 'membantu', 'beli', 'token', 'listrik', 'bayar', 'tagihan', 'pengaduan', 'kantor', 'pln', 'pokoknya', 'aplikasi', 'urusan', 'mudah', 'bangett', 'semoga', 'konsisten', 'min']",netral
506,"['membantu', 'pln', 'terbaik', 'torang', 'indonesia', 'timur', 'rumahnya', 'kantor', 'akses', 'internet', 'terbantu', 'dangke', 'pln']",netral
507,"['mudah', 'pengoperasiannya', 'tampilannya', 'now', 'banget', 'informasi', 'tagihan', 'swa', 'cam', 'membantu', 'cash', 'management']",netral
509,"['membantu', 'percepatan', 'pembayaran', 'reward', 'pemotongan', 'biaya', 'admin', 'pembayaran', 'pembelian', 'langsung', 'kalah', 'aplikasi', 'the', 'best', 'all', 'one', 'on', 'aplication', 'mobile']",netral
515,"['alhamdulillah', 'proses', 'daya', 'pasang', 'pengaduan', 'gangguan', 'mudah', 'ditambah', 'promo', 'menarik']",netral
518,"['aplikasi', 'bagus', 'layanan', 'pln', 'genggaman', 'tingkatkan', 'min', 'semoga', 'aplikasinya', 'berkembang', 'mendorong', 'kemajuan', 'pln']",netral
520,"['membantu', 'karna', 'perubahan', 'daya', 'kendalanya', 'motode', 'pembayaran', 'bank', 'bsi', 'tersedia', 'nya', 'aplikasi', 'lengkap', 'pakai', 'motode', 'pembayaran', 'nya', 'nya', 'via', 'transfer', 'bank', 'suruh', 'akun', 'motode', 'pembayaran', 'sulit', 'nya']",netral
522,"['bayar', 'tagihan', 'listrik', 'beli', 'token', 'ok', 'permintaan', 'pasang', 'ubah', 'daya', 'peny', 'mbungan', 'ok', 'catat', 'meter', 'ok', 'layanan', 'pengaduan', 'ok', 'layanan', 'mempermudah', 'pelanggan', 'pln', 'pln', 'mobile', 'terbaik']",netral
524,"['pln', 'mobile', 'memudahkan', 'layanan', 'layanan', 'ditunggu', 'masyarakat', 'gangguan', 'kekantor', 'pln', 'daya', 'mudah', 'pembelian', 'token', 'pencatatan', 'meter', 'pribadi', 'simulasi', 'perubahan', 'daya', 'masukan', 'mohon', 'aplikasi', 'banggakan', 'andalkan', 'teman', 'user', 'menangani', 'eksekusi', 'dilapangan', 'konsisten', 'menjalaninya', 'sesuai', 'target', 'digariskan', 'tercapai', 'visi', 'misi', 'pln']",netral
528,"['ditingkatkan', 'aplikasinya', 'live', 'chat', 'cs', 'menunggu', 'antrian', 'mengetik', 'mengetik', 'keyboard', 'muncul']",netral
531,"['aplikasi', 'membantu', 'lapor', 'gangguan', 'cek', 'status', 'laporan', 'gangguan', 'daftar', 'pasang', 'daya', 'migrasi', 'pasca', 'bayar', 'prabayar']",netral
532,"['tagihan', 'listrik', 'nya', 'error', 'ya', 'bayar', 'enak', 'nya', 'error', 'mohon', 'perbaiki']",netral
533,"['proses', 'transaksinya', 'transfer', 'status', 'menunggu', 'pembayaran', 'layanan', 'pengaduan', 'chat', 'berfungsi', 'telepon', 'dikenai', 'pulsa', 'lumayan', 'status', 'berhasil', 'aplikasi', 'muncul', 'memasukkan', 'tokennya', 'jelek', 'banget', 'diperbarui', 'fiturnya']",netral
534,"['aplikasi', 'bagus', 'kekurangan', 'nya', 'perbarui', 'data', 'pelanggan', 'mengecek', 'tagihan', 'icconet', 'daftar', 'iconnet', 'aplikasi', 'pln', 'mobile', 'semoga', 'kedepan', 'perbarui', 'data', 'pelanggan', 'biar', 'cek', 'tagihan', 'listrik', 'internet', 'aplikasi', 'pln', 'mobile', 'thanks']",netral
536,"['aplikasi', 'error', 'sih', 'beli', 'token', 'listrik', 'pembayaran', 'berhasil', 'menunggu', 'pembayaran', 'aplikasi', 'plnnya', 'token', 'nasib', 'nya']",netral
545,"['fitur', 'live', 'chat', 'pengetikan', 'fitur', 'tsb', 'meningkatkan', 'verifikasinya', 'x', 'jam', 'informasikan']",netral
546,"['aplikasinya', 'sih', 'daftar', 'daya', 'listrik', 'verifikasi', 'data', 'diverifikasi', 'tolong', 'penjelasannya']",netral
548,"['min', 'akun', 'daftar', 'log', 'nomor', 'hp', 'log', 'out', 'log', 'nomor', 'hp', 'masuk', 'notifikasinya', 'nomor', 'hp', 'dipakai', 'mohon', 'dibantu', 'min', 'nomor', 'hp', 'pakai', 'verifikasi', 'data', 'aplikasi', 'pln', 'mobile']",netral
554,"['membantu', 'aplikasinya', 'repot', 'kantor', 'mengantri', 'csnya', 'responsif', 'bagus', 'luck', 'pln', 'mobile', 'semoga', 'depannya']",netral
558,"['aplikasi', 'bagus', 'transaksi', 'pln', 'sayang', 'beli', 'token', 'listrik', 'diinput', 'manual', 'ditingkatkan', 'beli', 'token', 'langsung', 'menambah', 'menginput', 'token']",netral
560,"['aplikasi', 'pln', 'mobile', 'mempermudah', 'pengaduan', 'terkait', 'kelistrikan', 'petugasnya', 'fast', 'respon', 'menunggu', 'konfirmasinya', 'berdasarkan', 'pengalaman', 'pengaduan', 'isi', 'token', 'gagal', 'jam', 'menit', 'konfirmasi']",netral
562,"['live', 'chaat', 'cs', 'mengetik', 'mengetik', 'maksudnya', 'kayak', 'ya', 'fungsinya', 'papan', 'keyboardnya', 'aplikasi', 'buruk']",netral
564,"['error', 'transaksi', 'pengisian', 'token', 'tertera', 'cek', 'pemakaian', 'tertera', 'token', 'habis', 'padalah', 'isi', 'bagus', 'aplikasi', 'diperbaharui']",netral
565,"['aplikasinya', 'jelek', 'berkali', 'kali', 'laporan', 'pakai', 'aplikasi', 'giliran', 'pertengahan', 'aplikasinya', 'operator', 'pln', 'pusat', 'nyuruh', 'pakai', 'aplikasi', 'aplikasinya', 'jelek', 'gini', 'ganti', 'kartu', 'paketan', 'jaringan', 'g', 'full']",netral
570,"['sih', 'lawak', 'banget', 'admin', 'aplikasinya', 'keterangan', 'pengaduan', 'selesai', 'hasil', 'nya', 'laporan', 'pengaduan', 'tanggapi', 'keterangan', 'selesai', 'tolonglah', 'kebijakannya', 'bos', 'tunggu', 'jam']",netral
571,"['pelayanan', 'pln', 'aplikasi', 'aplikasi', 'sesuai', 'pelayanan', 'dilapangan', 'tim', 'penugasan', 'perbaikan', 'sesuai', 'dinyatakan', 'didalam', 'aplikasi', 'menit', 'omongan', 'belaka', 'pln', 'mengejar', 'rating', 'aplikasi', 'menyala', 'dilapangan']",netral
576,"['pemberitahuan', 'token', 'stok', 'token', 'dipemberitahuan', 'dibilang', 'habis', 'habis', 'mengisi', 'token', 'notifikasinya', 'berubah', 'dibilang', 'habis', 'mhn', 'perbaikan', 'sistem', 'aplukasinya']",netral
578,"['nya', 'bingung', 'nya', 'dicoba', 'semoga', 'cepat', 'respon', 'gangguan', 'listrik']",netral
584,"['membantu', 'fast', 'respon', 'mudah', 'mengecek', 'tagihan', 'listrik', 'mudah', 'pengaduan', 'gangguan', 'petugas', 'ready', 'tingkatkan', 'kualitas', 'pelayanan', 'terbaik', 'kenyamanan', 'masyarakat']",netral
587,"['bagus', 'menu', 'live', 'chat', 'cs', 'keyboard', 'tulisan', 'cs', 'menulis', 'pesan', 'batas', 'habis', 'berkali', 'kali', 'dicoba', 'berhari', 'aplikasi', 'terupdate', 'akun', 'verified']",netral
591,"['fitur', 'marketplace', 'perbarui', 'komunikasi', 'buyer', 'seller', 'via', 'wa', 'nya', 'customer', 'service', 'marketplace', 'buyer', 'kesulitan', 'pesanan', 'barang', 'kirim', 'buyer', 'komunikasi', 'via', 'whatsapp', 'seller', 'nya', 'perantara', 'komunikasi', 'customer', 'service', 'pesanan', 'terkirim', 'marketplace', 'rekening', 'dimana', 'paket', 'uang', 'buyer', 'nya', 'terima', 'kasih']",netral
592,"['aplikasi', 'live', 'chat', 'pemberitahuan', 'menit', 'menunggu', 'antrean', 'terhubung', 'pemberitahuan', 'balon', 'suara', 'tinggalkan', 'pesan', 'dibales', 'jam', 'sia']",netral
595,"['aplikasi', 'sesuai', 'pembayaran', 'aplikasi', 'fast', 'respon', 'seandainya', 'diskon', 'pembelian', 'aplikasi', 'pln', 'penguna']",netral
601,"['kasih', 'bintang', 'menemui', 'kendala', 'perbarui', 'melengkapi', 'profil', 'akun', 'aplikasi', 'mobilenya', 'terima', 'kasih', 'pelayanannya', 'semoga', 'membantu', 'pelanggan', 'pelanggan', 'pln']",netral
602,"['bohong', 'berbohong', 'banget', 'penanganan', 'boro', 'perbaiki', 'petugasnya', 'nongol', 'aplikasi', 'ngasal', 'bertemu', 'aplikasi', 'asalan', 'kayak', 'game', 'realnya', 'status', 'aplikasi', 'aja', 'penanganan', 'gangguan', 'nol']",netral
603,"['cetak', 'struk', 'cetak', 'disuruh', 'perbaharui', 'ktp', 'npwp', 'giliran', 'perbaiki', 'data', 'disimpan', 'solusinya', 'ya', 'butuh', 'keperluan', 'masuk', 'kuliah']",netral
606,"['layanan', 'pengaduan', 'nya', 'berguna', 'pemadaman', 'listrik', 'jam', 'malam', 'kesulitan', 'anak', 'bayi', 'kepanasan', 'menangis', 'terusan', 'pemadaman', 'maksimal', 'jam', 'enak', 'nya', 'padamin', 'listrik', 'nya', 'aplikasi']",netral
608,"['pelayanan', 'pln', 'mobile', 'bagus', 'menyimpan', 'id', 'pelanggan', 'menyimpan', 'id', 'pelangan']",netral
609,"['pembayaran', 'iconnet', 'tanggal', 'mei', 'pertanggal', 'mei', 'tindakan', 'mengajukan', 'pengaduan', 'aplikasi', 'error']",netral
610,"['aplikasinya', 'cek', 'status', 'ktp', 'nya', 'pemasangan', 'indak', 'muncul', 'ya', 'pemberitahuan', 'subsidi', 'muncul']",netral
611,"['aplikasi', 'bagus', 'pemberitahuan', 'membayar', 'mendekati', 'tanggal', 'mohon', 'membayar', 'tambahkan', 'pembayaran', 'dana', 'mempermudah', 'pembayaran', 'listrik']",netral
613,"['iconnet', 'sinyal', 'nya', 'drop', 'banget', 'langganan', 'mbps', 'dapatnya', 'mbps', 'kasih', 'bintang', 'aplikasi', 'nya', 'beli', 'token', 'listrik']",netral
615,"['pelayanan', 'iconnet', 'nya', 'buruk', 'pengembalian', 'dana', 'kirim', 'instagram', 'laporan', 'kali', 'prosesnya', 'eh', 'alasannya', 'mengirim', 'data', 'formulir', 'buruk', 'banget', 'pelayanan', 'iconnet', 'nya', 'mengapai', 'sih', 'dimana', 'mah', 'terpasang', 'iya', 'bayar', 'daftar', 'bayar', 'cek', 'lokasi', 'lokasi', 'teknisi', 'nya', 'bilang', 'jaringan', 'nya', 'full', 'disuruh', 'pengembalian', 'dana', 'haloo', 'pln']",netral
618,"['percaya', 'layanan', 'pln', 'berkunjung', 'operasional', 'pengaduan', 'layanan', 'pln', 'telepon', 'mengadu', 'google', 'play', 'dilayani', 'coba', 'marketplace', 'pln', 'promo', 'daya', 'marketplacenya', 'perbaikan', 'disisi', 'akses', 'menampilkan', 'produk', 'lambat', 'semoga', 'umkm', 'berpartisipasi', 'menjual', 'produk', 'marketplace', 'pln', 'pln', 'fokus', 'layanan', 'utamanya']",netral
620,"['terverifikasi', 'chat', 'customer', 'service', 'keterangan', 'service', 'error', 'kolom', 'chat', 'muncul', 'cs', 'muncul', 'layar', 'tolong', 'tanggapi', 'coba', 'berkali', 'kali']",netral
621,"['malam', 'lampu', 'padam', 'tetangga', 'padam', 'melewati', 'aplikasi', 'klik', 'pengaduan', 'respon', 'cepat', 'langsung', 'telepon', 'pekerja', 'kelokasi', 'terima', 'kasih']",netral
622,"['pengaduan', 'terkait', 'token', 'diisi', 'tulisan', 'periksa', 'kwh', 'komplain', 'logout', 'aplikasi', 'pengambilan', 'foto', 'meterannya', 'mohon', 'solusinya', 'sisa', 'token', 'habis']",netral
623,"['aplikasi', 'perbarui', 'perbarui', 'usahakan', 'aplikasi', 'diblokir', 'pln', 'jualan', 'listrik', 'jualan', 'perbarui', 'aplikasi', 'terpaksa', 'bintang', 'turun', 'lapor', 'kerusakan', 'ditimbulkan', 'sambungan', 'tiang', 'rumah', 'ngepong', 'karat', 'listrik', 'mati', 'alasan', 'perbarui', 'aplikasi']",netral
626,"['metode', 'pembayaran', 'flexible', 'pakai', 'e', 'wallet', 'dipakai', 'transaksi', 'diatas', 'jt', 'pilhan', 'va', 'bank', 'mohon', 'diperbanyak', 'pilihan', 'pembayarannya', 'terima', 'kasih']",netral
630,"['bintang', 'ya', 'pakai', 'aplikasi', 'pengguna', 'pascabayar', 'coba', 'bayar', 'tagihan', 'cashback', 'diskon', 'dijanjikan', 'tuh', 'rincian', 'tagihan', 'biar', 'muncul', 'tagihan', 'segitu', 'darimananya']",netral
633,"['daya', 'disuruh', 'meningkatkan', 'akun', 'x', 'ditolak', 'meningkatkan', 'akun', 'x', 'nya', 'aplikasi', 'meningkatkan', 'butuh', 'xjam', 'meningkatkan', 'tanggal', 'mei', 'mei', 'respon', 'aplikasi', 'menyebalkan']",netral
635,"['aplikasi', 'bermanfaat', 'bilamana', 'unit', 'posko', 'pln', 'mobile', 'dimana', 'berguna', 'membantu', 'masyarakat', 'aplikasi', 'orang', 'masyarakat', 'menggunakannya', 'aplikasi', 'bagus', 'bermanfaat', 'kinerja', 'pln', 'pelayanan', 'orang', 'menggunakannya', 'posko', 'pln', 'mobile', 'unit', 'daerah', 'kelola', 'badan', 'usaha', 'masyarakat', 'pln']",netral
637,"['puas', 'beli', 'token', 'pln', 'mobile', 'lumayan', 'miring', 'harganya', 'beli', 'keterangan', 'transaksi', 'lunas', 'nomor', 'token', 'transaksi', 'mobile', 'banking', 'biar', 'uang', 'ya', 'biar', 'kecewa', 'tdk', 'ragu', 'memakai', 'aplikasi', 'pln', 'mobile']",netral
639,"['permohonan', 'penyambungan', 'sulit', 'nya', 'ampun', 'pake', 'buka', 'situs', 'sih', 'ujang', 'susah', 'banget', 'akun', 'sih', 'ujang', 'nya', 'tolong', 'daftar', 'penyambungan', 'gampang', 'gk', 'ribet', 'kerja', 'laen', 'pln', 'ya', 'pln', 'aja']",netral
640,"['pembayaran', 'cek', 'tagihan', 'pembelian', 'token', 'mudah', 'perbanyak', 'diskon', 'kupon', 'potongan', 'langsung', 'pembayaran', 'biar', 'menarik', 'aplikasi']",netral
649,"['perbaikkan', 'systemnya', 'proses', 'laporan', 'pemadaman', 'aplikasi', 'menit', 'submit', 'langsung', 'pemberitahuan', 'pemadaman', 'selesai', 'nyala', 'konfirmasi', 'petugas', 'nya', 'main', 'finish', 'aja', 'coba', 'dibantu', 'sync', 'realtime', 'nya', 'iya', 'min', 'petugasnya', 'inisiatif', 'telepon', 'customer', 'cs', 'nya', 'emm', 'semangat', 'tim', 'cs', 'nya', 'ya', 'semoga']",netral
650,"['bagus', 'aplikasinya', 'biyasa', 'membantu', 'indonesia', 'dg', 'kestemer', 'butuh', 'informasi', 'butuhkan', 'pln']",netral
651,"['menu', 'pengaduan', 'pilih', 'jenis', 'gangguan', 'muncul', 'muat', 'ulang', 'pengaduan']",netral
653,"['pembayaran', 'tagihan', 'listrik', 'aplikasi', 'mengalami', 'kegagalan', 'pembayaran', 'saldo', 'bank', 'terpotong', 'aplikasi', 'pln', 'mobile', 'terbayar', 'ditanggapi', 'cs', 'dana', 'kembalikan', 'max']",netral
655,"['aplikasi', 'membantu', 'laporan', 'gangguan', 'klik', 'pengaduan', 'langsung', 'tanggapi', 'petugas', 'butuh', 'sesuai', 'jarak', 'petugas', 'pln', 'utamakan', 'keselamatan', 'bertugas']",netral
657,"['data', 'pemakaian', 'sesuai', 'pemakaian', 'dikit', 'bilang', 'tokenya', 'bilang', 'habis', 'tolong', 'perbaiki']",netral
658,"['pengaduannya', 'dana', 'pengembalian', 'dana', 'nya', 'ribet', 'memperbaiki', 'jaringan', 'internet', 'iconnet', 'merekrut', 'teknisinya', 'biar', 'orang', 'bernasib']",netral
664,"['mengecewakan', 'data', 'aplikasi', 'berubah', 'nya', 'halo', 'pln', 'aplikasi', 'ganti', 'orang', 'login', 'aplikasi', 'mengubah', 'data', 'mengecewakan', 'jaminan', 'konfirmasi', 'kemarin']",netral
665,"['aplikasinya', 'bagus', 'masukan', 'tolong', 'menu', 'riwayat', 'penggunaan', 'mohon', 'disertakan', 'menu', 'unduh', 'riwayat', 'penggunaan', 'excell', 'pdf', 'berguna', 'pemantauan', 'pemakaian', 'listrik', 'jangka']",netral
680,"['membantu', 'menyelesaikan', 'keluhan', 'pelanggan', 'saran', 'pengaduan', 'gangguan', 'keluhan', 'terselesaikan', 'aplikasi', 'selesakan', 'pelanggan', 'memantau', 'membikin', 'laporan', 'ulang']",netral
681,"['pemasangan', 'iconnet', 'terhubung', 'koneksi', 'internetnya', 'teknisinya', 'internetnya', 'bilang', 'coba', 'langsung', 'pergi', 'informasi', 'pelayanan', 'teknisi', 'iconnet', 'memuaskan', 'menghubungi', 'cs', 'respon', 'tolong', 'tindak', 'lanjuti', 'bayar', 'biaya', 'pemasangan', 'wifi', 'iconnetnya', 'terpasang', 'internetnya', 'teknisinya', 'uang', 'k', 'jasa', 'pemasangannya']",netral
683,"['alhamdulillah', 'aplikasi', 'terbantu', 'listrik', 'pln', 'pembayaran', 'tagihan', 'pengaduan', 'gangguan']",netral
686,"['selfie', 'ktp', 'akun', 'rekening', 'bank', 'bank', 'keamanan', 'data', 'nasabahnya', 'tolong', 'ditinjau', 'syarat', 'foto', 'ktp', 'selfie', 'tsb', 'terima', 'kasih']",netral
690,"['pengaduan', 'mati', 'listriknya', 'bilang', 'benerin', 'kelar', 'malam', 'mulu', 'sulit', 'pengaduan', 'daftar', 'listrik', 'mati']",netral
691,"['aktivasi', 'saldo', 'server', 'nya', 'pulsa', 'sms', 'otp', 'nya', 'berkali', 'kali', 'coba', 'wae']",netral
692,"['merepotkan', 'menyelesaikan', 'pengguna', 'bodoh', 'mengerti', 'maksud', 'tujuannya', 'konfirmasi', 'fb', 'apk', 'selesai']",netral
693,"['bintang', 'aja', 'sih', 'pakai', 'aplikasi', 'foto', 'meteran', 'pln', 'yg', 'angka', 'meteran', 'dimasukin', 'diisi', 'diaplikasinya', 'terjebak', 'kesalah', 'isi', 'disamain', 'foto', 'meteran', 'alhasil', 'tagihan', 'listrik', 'terakumulasi', 'bln', 'daya', 'mah', 'rempahan', 'peyek', 'bayar', 'tagihan', 'bln', 'pembayaran', 'kemarin', 'abudemen', 'mbaknya']",netral
695,"['tolong', 'informasinya', 'pembayaran', 'nontaglis', 'pasang', 'pembayaran', 'via', 'va', 'gagal', 'daftar', 'via', 'pln', 'mobile', 'tanggal', 'mei', 'kendala', 'didalam', 'sistem', 'pembayaran', 'mohon', 'informasinya']",netral
696,"['listrik', 'ganti', 'pasca', 'bayar', 'pra', 'bayar', 'berkali', 'kali', 'pengaduan', 'tulisan', 'periksa', 'meteran', 'diisi', 'pulsa', 'maungisi', 'pulsa', 'pengaduan', 'sikasih', 'templer', 'tolong', 'dipeebaiki', 'peringatannpulsa', 'habis', 'bunyi', 'mohon', 'dikirim', 'templer', 'diperbaik', 'jaringannya', 'kerepotan', 'isi', 'pulsa', 'terimakasih']",netral
697,"['meningkatkan', 'verivikasi', 'data', 'tp', 'ya', 'tolong', 'bantuan', 'kerja', 'nya', 'ya']",netral
699,"['terima', 'kasih', 'pln', 'solusi', 'layanan', 'lokasinya', 'aplikasi', 'nya', 'settingan', 'gps', 'nya']",netral
700,"['menampilkan', 'tagihan', 'iconnet', 'menu', 'iconnet', 'status', 'pesanan', 'pemasangan', 'iconnet', 'maret', 'adukan', 'via', 'email', 'cs', 'disuruh', 'perbarui', 'pln', 'mobile', 'perbarui', 'versi', 'merepotkan', 'bayar', 'tagihan', 'payment', 'point', 'alfamart', 'indomaret', 'pembayaran', 'via', 'va', 'baca', 'gagal', 'mengikuti', 'langkah', 'invoice', 'tagihan', 'lapor', 'cc', 'selesai', 'cc', 'respon']",netral
