,preprocessing,label
779,"['maret', 'aplikasi', 'lambat', 'ya', 'respon', 'nya', 'mengoperasikan', 'aplikasi', 'nya', 'lambat', 'loading', 'nya', 'semoga', 'apikasi', 'pln', 'mobile']",negatif
788,"['aplikasi', 'lemot', 'daya', 'disuruh', 'blanja', 'rb', 'ga', 'redeemed', 'kupon', 'dayanya', 'dimana', 'pilih', 'menu', 'daya', 'kecamatan', 'kelurahan', 'tersedia', 'sesuai', 'plihan', 'muter', 'lambat', 'banget']",negatif
812,"['semenjak', 'memakai', 'pln', 'mobile', 'listrik', 'mudah', 'repot', 'kantor', 'pln', 'laporan', 'gangguan', 'pasang', 'layanannya', 'sayangnya', 'bintang', 'bintang', 'kasih', 'pln', 'mobile', 'bintang', 'nya']",negatif
822,"['fitur', 'sulit', 'listrik', 'aplikasi', 'pln', 'mobile']",negatif
828,"['kecewa', 'aplikasi', 'unsur', 'penipuan', 'promo', 'daya', 'persyaratan', 'belanja', 'minimal', 'ribu', 'markeplec', 'pln', 'mobile', 'voucher', 'dayanya', 'kemana', 'melapor']",negatif
849,"['aplikasi', 'membantu', 'mudah', 'sulit', 'mengurus', 'listrik', 'terima', 'kasih', 'pln', 'kemudahan', 'semoga', 'kedepannya']",negatif
854,"['hai', 'developer', 'aplikasi', 'nya', 'bagus', 'tolong', 'daftar', 'metode', 'pembayarannya', 'bank', 'syariah', 'bank', 'konvensional']",negatif
857,"['aplikasi', 'sulit', 'ditengah', 'era', 'digital', 'serba', 'mudah', 'rumit', 'bisnis', 'aplikasi', 'aja', 'diperbaiki', 'kualitas', 'aplikasi', 'nya']",negatif
858,"['permohonan', 'penyambungan', 'cepat', 'bagus', 'sayang', 'aktivasi', 'saldo', 'pln', 'mobile', 'sulit', 'otp', 'april', 'aplikasi', 'loading', 'jaringan', 'full', 'informasi', 'gangguan', 'mati', 'listrik', 'lambat', 'tolong', 'tingkatkan']",negatif
859,"['allikasi', 'bagus', 'membantu', 'bnget', 'usul', 'keterangan', 'nyala', 'dilapangan', 'nyala', 'krna', 'suka', 'kesal', 'gitu', 'peningkatan', 'lapor', 'ditanggapi', 'dinyatakan', 'nyala', 'konfirmasi', 'pelapor', 'kebenaran', 'nya', 'krna', 'petugas', 'kadang', 'manipulasi', 'keterangan', 'bilang', 'nya', 'nyala', 'nyala']",negatif
861,"['jujur', 'pakai', 'aplikasi', 'membantu', 'memudahkan', 'permasalahan', 'kelistrikan', 'klik', 'pengaduan', 'listrik', 'padam', 'tertera', 'data', 'kosong']",negatif
862,"['kebanyakan', 'iklan', 'lambat', 'aja', 'sih', 'fokus', 'menu', 'pelayanannya', 'utamakan', 'buang']",negatif
866,"['simpel', 'pengaduan', 'gangguan', 'kecewa', 'beli', 'token', 'pembayaran', 'bayar', 'pakai', 'va', 'baca', 'token', 'pemberitahuan', 'nya', 'menunggu', 'pembayaran']",negatif
868,"['kecewa', 'beli', 'token', 'aplikasi', 'pembayaran', 'aplikasi', 'keterangannya', 'menunggu', 'pembayaran', 'token', 'listrik', 'dirumah', 'bunyi', 'beli', 'kode', 'token', 'nya', 'hubungin', 'cs', 'nya', 'robot', 'solusinya', 'kah']",negatif
874,"['layanan', 'payah', 'status', 'pengaduan', 'nyala', 'menyala', 'petugas', 'dihubungi', 'layanan', 'dibuatkan', 'pengaduan', 'ulang', 'dibatalkan', 'pengaduan', 'gk', 'aplikasi', 'telepon', 'responnya', 'konfirmasi', 'petugas']",negatif
878,"['aplikasi', 'menyebalkan', 'belanja', 'token', 'listrik', 'mobile', 'banking', 'sukses', 'aplikasi', 'muncul', 'tokennya', 'pelanggan', 'kecewa', 'saldo', 'sulit', 'terbawa', 'ribu', 'payah']",negatif
888,"['kasih', 'bintang', 'perbarui', 'sulit', 'dibuka', 'promo', 'daya', 'marketplace', 'sulit', 'dibuka', 'kode', 'voucher', 'dikonfirm', 'pelapak', 'pelapak', 'connect', 'kak', 'marketplace', 'pln', 'mobile', 'normal', 'kasih']",negatif
889,"['kemajuan', 'nya', 'sorang', 'bagus', 'banget', 'pln', 'mobile', 'bingung', 'x', 'nomor', 'aplikasi', 'pln', 'mobile', 'berubah', 'merubah', 'nya', 'aneh', 'banget']",negatif
899,"['aplikasi', 'respponsif', 'tunggu', 'loading', 'hasilnya', 'error', 'marketplace', 'nya', 'niat', 'jualan', 'stock', 'kosong', 'ditampilkan', 'produknya', 'segelintir', 'promo', 'mampir', 'tolong', 'diperbaiki', 'ditutup', 'terima', 'kasih']",negatif
904,"['amper', 'mati', 'idup', 'mati', 'idup', 'terusan', 'alat', 'elektronik', 'rusak', 'mengadu', 'pln', 'tanggapan', 'amper', 'tetangga', 'hidup', 'tolong', 'diganti', 'amper']",negatif
905,"['aplikasi', 'nya', 'bagus', 'membantu', 'dikala', 'listrik', 'padam', 'bagus', 'padang', 'listrik', 'nya', 'bayar', 'nya']",negatif
921,"['dipakai', 'perbarui', 'aplikasi', 'menu', 'pengaduan', 'berketerangan', 'data', 'kosong', 'melapor', 'aplikasi']",negatif
926,"['pemberitahuan', 'berjalan', 'mati', 'lampu', 'x', 'pemberitahuan', 'april', 'perbarui', 'bintang', 'tanggapan', 'dukungan', 'bagus', 'clear', 'cache', 'paksa', 'berhenti', 'logout', 'login', 'pemberitahuan', 'posisi', 'maret', 'padam', 'april', 'perbarui', 'bintang', 'teratasi', 'versi']",negatif
928,"['berterima', 'kasih', 'pln', 'mobile', 'repot', 'kantor', 'pln', 'permasalah', 'meteran', 'listrik', 'dirumah', 'menilai', 'pelayan', 'pln', 'mobile', 'memuaskan', 'terima', 'kasih']",negatif
936,"['responnya', 'bgt', 'pengaduan', 'lambat', 'menanggapi', 'pemadaman', 'jam', 'oi', 'sistem', 'bilangnya', 'jam', 'doang']",negatif
937,"['bermanfaat', 'aplikasi', 'penyempurnaan', 'lambat', 'respon', 'dipencet', 'fiturnya', 'marketplacenya', 'error']",negatif
947,"['pelayanan', 'gangguan', 'datengnya', 'siaga', 'x', 'jam', 'sesuai', 'kenyataannya', 'telepon', 'cs', 'kali', 'menunggu', 'gelap', 'gelapan', 'kesal', 'nunggunya']",negatif
951,"['ribet', 'pangaduan', 'padam', 'masuk', 'kolom', 'menu', 'tulisan', 'daftar', 'kosong', 'live', 'chat', 'perbarui', 'gunain']",negatif
960,"['tingkat', 'keamanan', 'rendah', 'mengubah', 'nomor', 'handphone', 'e', 'mail', 'masuk', 'nomor', 'handphone', 'berhasil', 'diubah', 'nomor', 'mohon', 'ditingkatkan', 'keamanannya', 'akun', 'disalahgunakan', 'berwenang']",negatif
971,"['wifi', 'nya', 'lambat', 'banget', 'ambil', 'mbps', 'youtube', 'an', 'banget', 'gangguan', 'minggu', 'wifi', 'nya', 'suka', 'hilang', 'jaringan', 'internet', 'mohon', 'kedepannya']",negatif
972,"['bagus', 'effort', 'app', 'memasukkan', 'nomor', 'idpel', 'diarahkan', 'lokasi', 'radio', 'button', 'konfirmasi', 'aktif', 'bertambah', 'id', 'pel', 'submit', 'pengaduan', 'listrik', 'padam', 'useless', 'aplikasi', 'definitely', 'needs', 'bug', 'fixing']",negatif
978,"['pembayaran', 'tagihan', 'tanggal', 'februari', 'via', 'aplikasi', 'banking', 'keterangan', 'transaksi', 'berhasil', 'saldo', 'terpotong', 'diaplikasi', 'tagihan', 'lunas', 'lapor', 'kali', 'responnya', 'disuruh', 'menunggu', 'keseriusan', 'mengatasi', 'pelanggan', 'kecewa']",negatif
986,"['aplikasi', 'membantu', 'instal', 'berharap', 'informasi', 'pemadaman', 'listrik', 'dapati', 'listrik', 'padam', 'pemberitahuan', 'pemadaman', 'muncul', 'iya', 'aneh', 'membantu']",negatif
997,"['kasih', 'bintang', 'kesulitan', 'masuk', 'fitur', 'ubah', 'daya', 'tarif', 'sesuai', 'prosedur', 'gagal', 'tolong', 'perbaiki', 'sistem', 'nya', 'biar', 'pelanggan', 'kecewa', 'kesulitan', 'nya', 'terima', 'kasih']",negatif
